GP,Date,Unnamed: 2,Opponent,GF,GA,Unnamed: 6,Unnamed: 7,W,L,T,OL,Streak,Season,Att.,LOG,Notes
1,1999-10-02,,Carolina Hurricanes,1,3,L,,0,1,0.0,0,L 1,2000,,,
2,1999-10-04,@,Toronto Maple Leafs,0,4,L,,0,2,0.0,0,L 2,2000,,,
3,1999-10-07,@,Ottawa Senators,3,4,L,,0,3,0.0,0,L 3,2000,,,
4,1999-10-09,,Philadelphia Flyers,1,1,T,OT,0,3,1.0,0,T 1,2000,,,
5,1999-10-11,,Colorado Avalanche,3,3,T,OT,0,3,2.0,0,T 2,2000,,,
6,1999-10-13,@,Colorado Avalanche,1,2,L,,0,4,2.0,0,L 1,2000,,,
7,1999-10-15,@,Dallas Stars,2,2,T,OT,0,4,3.0,0,T 1,2000,,,
8,1999-10-16,@,Phoenix Coyotes,1,2,L,,0,5,3.0,0,L 1,2000,,,
9,1999-10-20,@,Los Angeles Kings,2,2,T,OT,0,5,4.0,0,T 1,2000,,,
10,1999-10-23,@,San Jose Sharks,3,1,W,,1,5,4.0,0,W 1,2000,,,
11,1999-10-24,@,Mighty Ducks of Anaheim,3,2,W,,2,5,4.0,0,W 2,2000,,,
12,1999-10-28,,Tampa Bay Lightning,7,3,W,,3,5,4.0,0,W 3,2000,,,
13,1999-10-30,,Buffalo Sabres,3,0,W,,4,5,4.0,0,W 4,2000,,,
14,1999-11-04,,New Jersey Devils,3,1,W,,5,5,4.0,0,W 5,2000,,,
15,1999-11-06,,Atlanta Thrashers,4,2,W,,6,5,4.0,0,W 6,2000,,,
16,1999-11-10,@,Buffalo Sabres,2,6,L,,6,6,4.0,0,L 1,2000,,,
17,1999-11-11,,Toronto Maple Leafs,4,3,W,OT,7,6,4.0,0,W 1,2000,,,
18,1999-11-13,@,New York Rangers,5,2,W,,8,6,4.0,0,W 2,2000,,,
19,1999-11-17,@,New Jersey Devils,2,2,T,OT,8,6,5.0,0,T 1,2000,,,
20,1999-11-18,,New York Rangers,5,3,W,,9,6,5.0,0,W 1,2000,,,
21,1999-11-20,,Washington Capitals,0,3,L,,9,7,5.0,0,L 1,2000,,,
22,1999-11-22,@,Carolina Hurricanes,2,1,W,,10,7,5.0,0,W 1,2000,,,
23,1999-11-24,@,Nashville Predators,5,2,W,,11,7,5.0,0,W 2,2000,,,
24,1999-11-26,,Vancouver Canucks,2,2,T,OT,11,7,6.0,0,T 1,2000,,,
25,1999-11-28,,New York Islanders,1,2,L,,11,8,6.0,0,L 1,2000,,,
26,1999-12-02,@,Washington Capitals,2,2,T,OT,11,8,7.0,0,T 1,2000,,,
27,1999-12-04,,Chicago Blackhawks,3,9,L,,11,9,7.0,0,L 1,2000,,,
28,1999-12-09,,Edmonton Oilers,2,2,T,OT,11,9,8.0,0,T 1,2000,,,
29,1999-12-11,,Detroit Red Wings,4,5,L,,11,10,8.0,0,L 1,2000,,,
30,1999-12-13,,Phoenix Coyotes,2,0,W,,12,10,8.0,0,W 1,2000,,,
31,1999-12-14,@,Pittsburgh Penguins,2,4,L,,12,11,8.0,0,L 1,2000,,,
32,1999-12-17,@,Atlanta Thrashers,3,1,W,,13,11,8.0,0,W 1,2000,,,
33,1999-12-18,@,St. Louis Blues,0,4,L,,13,12,8.0,0,L 1,2000,,,
34,1999-12-21,,Nashville Predators,1,3,L,,13,13,8.0,0,L 2,2000,,,
35,1999-12-23,,Montreal Canadiens,3,3,T,OT,13,13,9.0,0,T 1,2000,,,
36,1999-12-27,@,New York Islanders,0,3,L,,13,14,9.0,0,L 1,2000,,,
37,1999-12-29,@,New Jersey Devils,4,5,L,OT,13,14,9.0,1,L 2,2000,,,
38,1999-12-30,@,Ottawa Senators,4,5,L,OT,13,14,9.0,2,L 3,2000,,,
39,2000-01-01,,New Jersey Devils,2,2,T,OT,13,14,10.0,2,T 1,2000,,,
40,2000-01-04,@,New York Islanders,7,3,W,,14,14,10.0,2,W 1,2000,,,
41,2000-01-06,,Carolina Hurricanes,3,7,L,,14,15,10.0,2,L 1,2000,,,
42,2000-01-08,,New York Islanders,2,5,L,,14,16,10.0,2,L 2,2000,,,
43,2000-01-11,,Toronto Maple Leafs,2,3,L,,14,17,10.0,2,L 3,2000,,,
44,2000-01-13,,Buffalo Sabres,0,0,T,OT,14,17,11.0,2,T 1,2000,,,
45,2000-01-15,@,Montreal Canadiens,2,2,T,OT,14,17,12.0,2,T 2,2000,,,
46,2000-01-17,,Atlanta Thrashers,3,3,T,OT,14,17,13.0,2,T 3,2000,,,
47,2000-01-19,@,Atlanta Thrashers,4,3,W,,15,17,13.0,2,W 1,2000,,,
48,2000-01-20,@,Tampa Bay Lightning,4,2,W,,16,17,13.0,2,W 2,2000,,,
49,2000-01-22,@,Florida Panthers,3,4,L,OT,16,17,13.0,3,L 1,2000,,,
50,2000-01-24,,Calgary Flames,3,4,L,OT,16,17,13.0,4,L 2,2000,,,
51,2000-01-29,,Buffalo Sabres,1,0,W,,17,17,13.0,4,W 1,2000,,,
52,2000-01-31,,Mighty Ducks of Anaheim,2,4,L,,17,18,13.0,4,L 1,2000,,,
53,2000-02-01,@,Ottawa Senators,4,4,T,OT,17,18,14.0,4,T 1,2000,,,
54,2000-02-03,,Toronto Maple Leafs,4,2,W,,18,18,14.0,4,W 1,2000,,,
55,2000-02-08,,Washington Capitals,2,2,T,OT,18,18,15.0,4,T 1,2000,,,
56,2000-02-11,@,New York Rangers,2,5,L,,18,19,15.0,4,L 1,2000,,,
57,2000-02-12,,Florida Panthers,1,5,L,,18,20,15.0,4,L 2,2000,,,
58,2000-02-16,@,Toronto Maple Leafs,3,3,T,OT,18,20,16.0,4,T 1,2000,,,
59,2000-02-21,@,Vancouver Canucks,2,5,L,,18,21,16.0,4,L 1,2000,,,
60,2000-02-23,@,Edmonton Oilers,2,4,L,,18,22,16.0,4,L 2,2000,,,
61,2000-02-25,@,Washington Capitals,3,0,W,,19,22,16.0,4,W 1,2000,,,
62,2000-02-26,@,Pittsburgh Penguins,2,2,T,OT,19,22,17.0,4,T 1,2000,,,
63,2000-02-29,,Ottawa Senators,3,5,L,,19,23,17.0,4,L 1,2000,,,
64,2000-03-02,,Montreal Canadiens,2,5,L,,19,24,17.0,4,L 2,2000,,,
65,2000-03-04,,Philadelphia Flyers,0,3,L,,19,25,17.0,4,L 3,2000,,,
66,2000-03-06,,Ottawa Senators,1,5,L,,19,26,17.0,4,L 4,2000,,,
67,2000-03-08,@,Buffalo Sabres,1,2,L,OT,19,26,17.0,5,L 5,2000,,,
68,2000-03-10,@,Carolina Hurricanes,5,3,W,,20,26,17.0,5,W 1,2000,,,
69,2000-03-11,@,Montreal Canadiens,5,3,W,,21,26,17.0,5,W 2,2000,,,
70,2000-03-16,@,Chicago Blackhawks,4,5,L,OT,21,26,17.0,6,L 1,2000,,,
71,2000-03-18,,Pittsburgh Penguins,3,2,W,,22,26,17.0,6,W 1,2000,,,
72,2000-03-19,@,Philadelphia Flyers,2,6,L,,22,27,17.0,6,L 1,2000,,,
73,2000-03-21,,Tampa Bay Lightning,4,0,W,,23,27,17.0,6,W 1,2000,,,
74,2000-03-23,,Florida Panthers,1,3,L,,23,28,17.0,6,L 1,2000,,,
75,2000-03-25,,Los Angeles Kings,4,4,T,OT,23,28,18.0,6,T 1,2000,,,
76,2000-03-29,@,Montreal Canadiens,3,4,L,,23,29,18.0,6,L 1,2000,,,
77,2000-03-30,,St. Louis Blues,2,3,L,,23,30,18.0,6,L 2,2000,,,
78,2000-04-01,,New York Rangers,2,2,T,OT,23,30,19.0,6,T 1,2000,,,
79,2000-04-04,@,Tampa Bay Lightning,4,5,L,,23,31,19.0,6,L 1,2000,,,
80,2000-04-05,@,Florida Panthers,3,6,L,,23,32,19.0,6,L 2,2000,,,
81,2000-04-08,@,Philadelphia Flyers,0,3,L,,23,33,19.0,6,L 3,2000,,,
82,2000-04-09,,Pittsburgh Penguins,3,1,W,,24,33,19.0,6,W 1,2000,,,
1,2000-10-05,,Ottawa Senators,4,4,T,OT,0,0,1.0,0,T 1,2001,,,
2,2000-10-07,@,Philadelphia Flyers,5,1,W,,1,0,1.0,0,W 1,2001,,,
3,2000-10-09,,Florida Panthers,4,2,W,,2,0,1.0,0,W 2,2001,,,
4,2000-10-11,@,Mighty Ducks of Anaheim,3,2,W,OT,3,0,1.0,0,W 3,2001,,,
5,2000-10-13,@,Los Angeles Kings,0,5,L,,3,1,1.0,0,L 1,2001,,,
6,2000-10-14,@,San Jose Sharks,2,5,L,,3,2,1.0,0,L 2,2001,,,
7,2000-10-17,@,Edmonton Oilers,1,6,L,,3,3,1.0,0,L 3,2001,,,
8,2000-10-20,@,Calgary Flames,2,3,L,,3,4,1.0,0,L 4,2001,,,
9,2000-10-26,,Washington Capitals,4,1,W,,4,4,1.0,0,W 1,2001,,,
10,2000-10-28,,Toronto Maple Leafs,1,2,L,OT,4,4,1.0,1,L 1,2001,,,
11,2000-10-29,@,New York Rangers,1,5,L,,4,5,1.0,1,L 2,2001,,,
12,2000-10-31,@,New York Islanders,2,4,L,,4,6,1.0,1,L 3,2001,,,
13,2000-11-02,,Chicago Blackhawks,5,4,W,,5,6,1.0,1,W 1,2001,,,
14,2000-11-04,,Atlanta Thrashers,3,8,L,,5,7,1.0,1,L 1,2001,,,
15,2000-11-05,@,Toronto Maple Leafs,1,7,L,,5,8,1.0,1,L 2,2001,,,
16,2000-11-09,,Ottawa Senators,2,1,W,,6,8,1.0,1,W 1,2001,,,
17,2000-11-11,,Nashville Predators,2,2,T,OT,6,8,2.0,1,T 1,2001,,,
18,2000-11-16,,New Jersey Devils,2,3,L,OT,6,8,2.0,2,L 1,2001,,,
19,2000-11-18,,Minnesota Wild,1,6,L,,6,9,2.0,2,L 2,2001,,,
20,2000-11-21,@,Ottawa Senators,1,2,L,,6,10,2.0,2,L 3,2001,,,
21,2000-11-22,@,Detroit Red Wings,5,4,W,,7,10,2.0,2,W 1,2001,,,
22,2000-11-24,,Carolina Hurricanes,1,3,L,,7,11,2.0,2,L 1,2001,,,
23,2000-11-26,,Los Angeles Kings,4,4,T,OT,7,11,3.0,2,T 1,2001,,,
24,2000-11-28,,Pittsburgh Penguins,3,1,W,,8,11,3.0,2,W 1,2001,,,
25,2000-12-01,@,Washington Capitals,2,3,L,,8,12,3.0,2,L 1,2001,,,
26,2000-12-02,,Washington Capitals,0,2,L,,8,13,3.0,2,L 2,2001,,,
27,2000-12-04,@,Atlanta Thrashers,4,5,L,,8,14,3.0,2,L 3,2001,,,
28,2000-12-06,@,Pittsburgh Penguins,3,2,W,,9,14,3.0,2,W 1,2001,,,
29,2000-12-08,@,Columbus Blue Jackets,2,3,L,OT,9,14,3.0,3,L 1,2001,,,
30,2000-12-09,,New York Rangers,6,4,W,,10,14,3.0,3,W 1,2001,,,
31,2000-12-12,,Buffalo Sabres,0,3,L,,10,15,3.0,3,L 1,2001,,,
32,2000-12-16,,Carolina Hurricanes,4,1,W,,11,15,3.0,3,W 1,2001,,,
33,2000-12-19,,Philadelphia Flyers,4,4,T,OT,11,15,4.0,3,T 1,2001,,,
34,2000-12-21,,Toronto Maple Leafs,4,0,W,,12,15,4.0,3,W 1,2001,,,
35,2000-12-23,,Detroit Red Wings,1,2,L,OT,12,15,4.0,4,L 1,2001,,,
36,2000-12-27,@,New York Islanders,5,2,W,,13,15,4.0,4,W 1,2001,,,
37,2000-12-29,@,Florida Panthers,0,3,L,,13,16,4.0,4,L 1,2001,,,
38,2000-12-30,@,Tampa Bay Lightning,1,1,T,OT,13,16,5.0,4,T 1,2001,,,
39,2001-01-01,@,Buffalo Sabres,4,3,W,,14,16,5.0,4,W 1,2001,,,
40,2001-01-05,@,Washington Capitals,1,1,T,OT,14,16,6.0,4,T 1,2001,,,
41,2001-01-06,,Dallas Stars,0,4,L,,14,17,6.0,4,L 1,2001,,,
42,2001-01-09,,Pittsburgh Penguins,5,2,W,,15,17,6.0,4,W 1,2001,,,
43,2001-01-10,@,Montreal Canadiens,2,1,W,,16,17,6.0,4,W 2,2001,,,
44,2001-01-13,,New York Rangers,4,1,W,,17,17,6.0,4,W 3,2001,,,
45,2001-01-16,@,New Jersey Devils,5,4,W,,18,17,6.0,4,W 4,2001,,,
46,2001-01-18,@,Carolina Hurricanes,2,4,L,,18,18,6.0,4,L 1,2001,,,
47,2001-01-19,@,Nashville Predators,0,1,L,OT,18,18,6.0,5,L 2,2001,,,
48,2001-01-22,,Florida Panthers,2,3,L,,18,19,6.0,5,L 3,2001,,,
49,2001-01-24,@,Toronto Maple Leafs,2,1,W,,19,19,6.0,5,W 1,2001,,,
50,2001-01-26,@,Buffalo Sabres,2,1,W,,20,19,6.0,5,W 2,2001,,,
51,2001-01-27,,New Jersey Devils,4,3,W,OT,21,19,6.0,5,W 3,2001,,,
52,2001-01-30,,St. Louis Blues,5,1,W,,22,19,6.0,5,W 4,2001,,,
53,2001-02-01,,Montreal Canadiens,0,3,L,,22,20,6.0,5,L 1,2001,,,
54,2001-02-06,,Philadelphia Flyers,4,3,W,,23,20,6.0,5,W 1,2001,,,
55,2001-02-09,@,Atlanta Thrashers,1,5,L,,23,21,6.0,5,L 1,2001,,,
56,2001-02-10,,Tampa Bay Lightning,6,2,W,,24,21,6.0,5,W 1,2001,,,
57,2001-02-15,@,Tampa Bay Lightning,6,3,W,,25,21,6.0,5,W 2,2001,,,
58,2001-02-16,@,Florida Panthers,1,2,L,,25,22,6.0,5,L 1,2001,,,
59,2001-02-18,@,Carolina Hurricanes,4,5,L,,25,23,6.0,5,L 2,2001,,,
60,2001-02-21,@,Colorado Avalanche,2,8,L,,25,24,6.0,5,L 3,2001,,,
61,2001-02-23,@,Dallas Stars,4,5,L,OT,25,24,6.0,6,L 4,2001,,,
62,2001-02-24,@,St. Louis Blues,2,3,L,OT,25,24,6.0,7,L 5,2001,,,
63,2001-02-27,,Phoenix Coyotes,7,4,W,,26,24,6.0,7,W 1,2001,,,
64,2001-03-01,,Tampa Bay Lightning,3,1,W,,27,24,6.0,7,W 2,2001,,,
65,2001-03-03,,San Jose Sharks,3,2,W,,28,24,6.0,7,W 3,2001,,,
66,2001-03-05,@,Philadelphia Flyers,4,6,L,,28,25,6.0,7,L 1,2001,,,
67,2001-03-06,,Buffalo Sabres,1,3,L,,28,26,6.0,7,L 2,2001,,,
68,2001-03-08,,Ottawa Senators,3,5,L,,28,27,6.0,7,L 3,2001,,,
69,2001-03-10,,Atlanta Thrashers,5,7,L,,28,28,6.0,7,L 4,2001,,,
70,2001-03-15,,Vancouver Canucks,2,2,T,OT,28,28,7.0,7,T 1,2001,,,
71,2001-03-17,@,Montreal Canadiens,3,2,W,,29,28,7.0,7,W 1,2001,,,
72,2001-03-20,@,Pittsburgh Penguins,2,2,T,OT,29,28,8.0,7,T 1,2001,,,
73,2001-03-22,,Montreal Canadiens,3,2,W,OT,30,28,8.0,7,W 1,2001,,,
74,2001-03-24,,Colorado Avalanche,2,4,L,,30,29,8.0,7,L 1,2001,,,
75,2001-03-25,@,New York Rangers,3,2,W,,31,29,8.0,7,W 1,2001,,,
76,2001-03-28,@,Toronto Maple Leafs,3,0,W,,32,29,8.0,7,W 2,2001,,,
77,2001-03-30,@,Ottawa Senators,4,5,L,OT,32,29,8.0,8,L 1,2001,,,
78,2001-03-31,,New York Islanders,4,2,W,,33,29,8.0,8,W 1,2001,,,
79,2001-04-02,,Montreal Canadiens,3,2,W,OT,34,29,8.0,8,W 2,2001,,,
80,2001-04-04,@,Buffalo Sabres,3,2,W,,35,29,8.0,8,W 3,2001,,,
81,2001-04-06,@,New Jersey Devils,2,5,L,,35,30,8.0,8,L 1,2001,,,
82,2001-04-07,,New York Islanders,4,2,W,,36,30,8.0,8,W 1,2001,,,
1,2001-10-04,,Mighty Ducks of Anaheim,4,2,W,,1,0,0.0,0,W 1,2002,,,
2,2001-10-06,,Atlanta Thrashers,4,3,W,OT,2,0,0.0,0,W 2,2002,,,
3,2001-10-08,,Washington Capitals,4,0,W,,3,0,0.0,0,W 3,2002,,,
4,2001-10-10,@,Minnesota Wild,1,2,L,,3,1,0.0,0,L 1,2002,,,
5,2001-10-13,@,San Jose Sharks,2,3,L,,3,2,0.0,0,L 2,2002,,,
6,2001-10-16,@,Phoenix Coyotes,1,1,T,OT,3,2,1.0,0,T 1,2002,,,
7,2001-10-17,@,Mighty Ducks of Anaheim,2,2,T,OT,3,2,2.0,0,T 2,2002,,,
8,2001-10-20,@,Nashville Predators,2,1,W,,4,2,2.0,0,W 1,2002,,,
9,2001-10-23,@,Toronto Maple Leafs,0,2,L,,4,3,2.0,0,L 1,2002,,,
10,2001-10-25,,Toronto Maple Leafs,2,1,W,OT,5,3,2.0,0,W 1,2002,,,
11,2001-10-27,,New York Rangers,1,2,L,OT,5,3,2.0,1,L 1,2002,,,
12,2001-10-28,@,Chicago Blackhawks,3,3,T,OT,5,3,3.0,1,T 1,2002,,,
13,2001-10-30,,New Jersey Devils,3,4,L,OT,5,3,3.0,2,L 1,2002,,,
14,2001-11-03,@,New Jersey Devils,2,1,W,,6,3,3.0,2,W 1,2002,,,
15,2001-11-06,,Edmonton Oilers,1,0,W,OT,7,3,3.0,2,W 2,2002,,,
16,2001-11-08,,Minnesota Wild,3,5,L,,7,4,3.0,2,L 1,2002,,,
17,2001-11-10,,Columbus Blue Jackets,1,5,L,,7,5,3.0,2,L 2,2002,,,
18,2001-11-13,,Montreal Canadiens,5,3,W,,8,5,3.0,2,W 1,2002,,,
19,2001-11-15,,New Jersey Devils,5,4,W,OT,9,5,3.0,2,W 2,2002,,,
20,2001-11-17,,Buffalo Sabres,3,1,W,,10,5,3.0,2,W 3,2002,,,
21,2001-11-20,@,Montreal Canadiens,2,3,L,,10,6,3.0,2,L 1,2002,,,
22,2001-11-23,,Vancouver Canucks,3,2,W,,11,6,3.0,2,W 1,2002,,,
23,2001-11-24,@,Toronto Maple Leafs,0,2,L,,11,7,3.0,2,L 1,2002,,,
24,2001-11-27,,Tampa Bay Lightning,6,3,W,,12,7,3.0,2,W 1,2002,,,
25,2001-11-29,@,Philadelphia Flyers,3,2,W,OT,13,7,3.0,2,W 2,2002,,,
26,2001-12-01,@,Ottawa Senators,1,2,L,OT,13,7,3.0,3,L 1,2002,,,
27,2001-12-04,@,Atlanta Thrashers,3,2,W,,14,7,3.0,3,W 1,2002,,,
28,2001-12-06,,Pittsburgh Penguins,1,4,L,,14,8,3.0,3,L 1,2002,,,
29,2001-12-08,,Buffalo Sabres,4,2,W,,15,8,3.0,3,W 1,2002,,,
30,2001-12-12,@,Pittsburgh Penguins,4,2,W,,16,8,3.0,3,W 2,2002,,,
31,2001-12-13,@,Washington Capitals,1,2,L,,16,9,3.0,3,L 1,2002,,,
32,2001-12-15,,Philadelphia Flyers,2,5,L,,16,10,3.0,3,L 2,2002,,,
33,2001-12-18,,Atlanta Thrashers,2,3,L,OT,16,10,3.0,4,L 3,2002,,,
34,2001-12-20,,Montreal Canadiens,5,0,W,,17,10,3.0,4,W 1,2002,,,
35,2001-12-22,@,New York Islanders,4,2,W,,18,10,3.0,4,W 2,2002,,,
36,2001-12-26,,Ottawa Senators,3,2,W,,19,10,3.0,4,W 3,2002,,,
37,2001-12-28,@,Florida Panthers,7,1,W,,20,10,3.0,4,W 4,2002,,,
38,2001-12-29,@,Tampa Bay Lightning,5,4,W,OT,21,10,3.0,4,W 5,2002,,,
39,2001-12-31,@,Dallas Stars,1,2,L,,21,11,3.0,4,L 1,2002,,,
40,2002-01-02,@,Carolina Hurricanes,6,3,W,,22,11,3.0,4,W 1,2002,,,
41,2002-01-03,,Toronto Maple Leafs,1,2,L,,22,12,3.0,4,L 1,2002,,,
42,2002-01-05,,Washington Capitals,7,4,W,,23,12,3.0,4,W 1,2002,,,
43,2002-01-08,@,Pittsburgh Penguins,3,2,W,,24,12,3.0,4,W 2,2002,,,
44,2002-01-10,,Los Angeles Kings,5,0,W,,25,12,3.0,4,W 3,2002,,,
45,2002-01-12,,New York Islanders,4,5,L,,25,13,3.0,4,L 1,2002,,,
46,2002-01-14,@,Washington Capitals,0,1,L,OT,25,13,3.0,5,L 2,2002,,,
47,2002-01-17,,Ottawa Senators,5,2,W,,26,13,3.0,5,W 1,2002,,,
48,2002-01-19,@,St. Louis Blues,1,2,L,OT,26,13,3.0,6,L 1,2002,,,
49,2002-01-21,,St. Louis Blues,3,4,L,OT,26,13,3.0,7,L 2,2002,,,
50,2002-01-23,@,New York Rangers,4,8,L,,26,14,3.0,7,L 3,2002,,,
51,2002-01-24,@,Ottawa Senators,3,4,L,,26,15,3.0,7,L 4,2002,,,
52,2002-01-26,,Florida Panthers,4,2,W,,27,15,3.0,7,W 1,2002,,,
53,2002-01-28,,Chicago Blackhawks,2,1,W,,28,15,3.0,7,W 2,2002,,,
54,2002-01-30,@,Montreal Canadiens,4,3,W,OT,29,15,3.0,7,W 3,2002,,,
55,2002-02-04,@,Columbus Blue Jackets,8,0,W,,30,15,3.0,7,W 4,2002,,,
56,2002-02-05,,Buffalo Sabres,2,2,T,OT,30,15,4.0,7,T 1,2002,,,
57,2002-02-09,,Florida Panthers,4,1,W,,31,15,4.0,7,W 1,2002,,,
58,2002-02-11,@,Colorado Avalanche,2,5,L,,31,16,4.0,7,L 1,2002,,,
59,2002-02-12,@,Vancouver Canucks,2,1,W,OT,32,16,4.0,7,W 1,2002,,,
60,2002-02-26,@,New York Islanders,3,3,T,OT,32,16,5.0,7,T 1,2002,,,
61,2002-02-28,,Carolina Hurricanes,2,6,L,,32,17,5.0,7,L 1,2002,,,
62,2002-03-01,@,Buffalo Sabres,3,4,L,,32,18,5.0,7,L 2,2002,,,
63,2002-03-04,,Philadelphia Flyers,1,4,L,,32,19,5.0,7,L 3,2002,,,
64,2002-03-06,@,Montreal Canadiens,3,5,L,,32,20,5.0,7,L 4,2002,,,
65,2002-03-08,@,Atlanta Thrashers,3,0,W,,33,20,5.0,7,W 1,2002,,,
66,2002-03-09,,Calgary Flames,3,2,W,,34,20,5.0,7,W 2,2002,,,
67,2002-03-13,@,New York Rangers,3,1,W,,35,20,5.0,7,W 3,2002,,,
68,2002-03-14,,Toronto Maple Leafs,1,2,L,,35,21,5.0,7,L 1,2002,,,
69,2002-03-16,,Detroit Red Wings,2,1,W,,36,21,5.0,7,W 1,2002,,,
70,2002-03-19,,Phoenix Coyotes,4,2,W,,37,21,5.0,7,W 2,2002,,,
71,2002-03-21,@,Buffalo Sabres,2,1,W,,38,21,5.0,7,W 3,2002,,,
72,2002-03-23,@,Florida Panthers,3,1,W,,39,21,5.0,7,W 4,2002,,,
73,2002-03-24,@,Tampa Bay Lightning,4,3,W,OT,40,21,5.0,7,W 5,2002,,,
74,2002-03-26,@,Carolina Hurricanes,3,2,W,,41,21,5.0,7,W 6,2002,,,
75,2002-03-30,,Carolina Hurricanes,0,2,L,,41,22,5.0,7,L 1,2002,,,
76,2002-04-02,@,Philadelphia Flyers,4,2,W,,42,22,5.0,7,W 1,2002,,,
77,2002-04-04,,New York Islanders,1,2,L,OT,42,22,5.0,8,L 1,2002,,,
78,2002-04-06,,New York Rangers,4,6,L,,42,23,5.0,8,L 2,2002,,,
79,2002-04-07,@,New Jersey Devils,2,3,L,OT,42,23,5.0,9,L 3,2002,,,
80,2002-04-09,,Tampa Bay Lightning,2,2,T,OT,42,23,6.0,9,T 1,2002,,,
81,2002-04-11,@,Ottawa Senators,0,4,L,,42,24,6.0,9,L 1,2002,,,
82,2002-04-13,,Pittsburgh Penguins,7,1,W,,43,24,6.0,9,W 1,2002,,,
1,2002-10-11,@,Minnesota Wild,1,5,L,,0,1,0.0,0,L 1,2003,,,
2,2002-10-14,@,Colorado Avalanche,2,1,W,,1,1,0.0,0,W 1,2003,,,
3,2002-10-16,@,Vancouver Canucks,6,3,W,,2,1,0.0,0,W 2,2003,,,
4,2002-10-17,@,Calgary Flames,3,3,T,OT,2,1,1.0,0,T 1,2003,,,
5,2002-10-19,@,Edmonton Oilers,4,3,W,,3,1,1.0,0,W 1,2003,,,
6,2002-10-21,@,Toronto Maple Leafs,4,1,W,,4,1,1.0,0,W 2,2003,,,
7,2002-10-24,,Ottawa Senators,2,2,T,OT,4,1,2.0,0,T 1,2003,,,
8,2002-10-26,,Atlanta Thrashers,4,3,W,,5,1,2.0,0,W 1,2003,,,
9,2002-10-30,@,Washington Capitals,7,2,W,,6,1,2.0,0,W 2,2003,,,
10,2002-10-31,,Mighty Ducks of Anaheim,1,4,L,,6,2,2.0,0,L 1,2003,,,
11,2002-11-02,,New York Rangers,3,2,W,,7,2,2.0,0,W 1,2003,,,
12,2002-11-07,@,Detroit Red Wings,1,2,L,OT,7,2,2.0,1,L 1,2003,,,
13,2002-11-09,,Ottawa Senators,7,1,W,,8,2,2.0,1,W 1,2003,,,
14,2002-11-11,,Edmonton Oilers,6,1,W,,9,2,2.0,1,W 2,2003,,,
15,2002-11-12,@,Buffalo Sabres,4,3,W,,10,2,2.0,1,W 3,2003,,,
16,2002-11-14,,New York Islanders,4,1,W,,11,2,2.0,1,W 4,2003,,,
17,2002-11-16,@,Philadelphia Flyers,2,2,T,OT,11,2,3.0,1,T 1,2003,,,
18,2002-11-19,@,Toronto Maple Leafs,0,2,L,,11,3,3.0,1,L 1,2003,,,
19,2002-11-21,,Carolina Hurricanes,3,1,W,,12,3,3.0,1,W 1,2003,,,
20,2002-11-23,,Buffalo Sabres,4,1,W,,13,3,3.0,1,W 2,2003,,,
21,2002-11-26,,Calgary Flames,7,2,W,,14,3,3.0,1,W 3,2003,,,
22,2002-11-29,,Montreal Canadiens,4,2,W,,15,3,3.0,1,W 4,2003,,,
23,2002-11-30,@,Pittsburgh Penguins,3,2,W,,16,3,3.0,1,W 5,2003,,,
24,2002-12-03,,St. Louis Blues,0,4,L,,16,4,3.0,1,L 1,2003,,,
25,2002-12-05,,Atlanta Thrashers,4,3,W,OT,17,4,3.0,1,W 1,2003,,,
26,2002-12-07,,Tampa Bay Lightning,3,2,W,OT,18,4,3.0,1,W 2,2003,,,
27,2002-12-08,@,New York Rangers,4,1,W,,19,4,3.0,1,W 3,2003,,,
28,2002-12-10,,Montreal Canadiens,2,4,L,,19,5,3.0,1,L 1,2003,,,
29,2002-12-12,,Ottawa Senators,2,5,L,,19,6,3.0,1,L 2,2003,,,
30,2002-12-14,@,Montreal Canadiens,2,4,L,,19,7,3.0,1,L 3,2003,,,
31,2002-12-18,@,Buffalo Sabres,2,4,L,,19,8,3.0,1,L 4,2003,,,
32,2002-12-19,@,Washington Capitals,3,5,L,,19,9,3.0,1,L 5,2003,,,
33,2002-12-21,,Florida Panthers,3,3,T,OT,19,9,4.0,1,T 1,2003,,,
34,2002-12-23,,San Jose Sharks,5,2,W,,20,9,4.0,1,W 1,2003,,,
35,2002-12-27,@,Tampa Bay Lightning,2,5,L,,20,10,4.0,1,L 1,2003,,,
36,2002-12-28,@,Atlanta Thrashers,1,0,W,,21,10,4.0,1,W 1,2003,,,
37,2002-12-30,,New Jersey Devils,0,1,L,,21,11,4.0,1,L 1,2003,,,
38,2003-01-03,@,New York Islanders,4,8,L,,21,12,4.0,1,L 2,2003,,,
39,2003-01-04,,Carolina Hurricanes,2,4,L,,21,13,4.0,1,L 3,2003,,,
40,2003-01-07,@,Toronto Maple Leafs,2,5,L,,21,14,4.0,1,L 4,2003,,,
41,2003-01-10,@,Buffalo Sabres,2,4,L,,21,15,4.0,1,L 5,2003,,,
42,2003-01-11,,Toronto Maple Leafs,6,2,W,,22,15,4.0,1,W 1,2003,,,
43,2003-01-13,,Pittsburgh Penguins,1,2,L,,22,16,4.0,1,L 1,2003,,,
44,2003-01-15,@,Florida Panthers,0,3,L,,22,17,4.0,1,L 2,2003,,,
